Country,Year,Consumption,Type,Classification
Austria,2006,0.016866,Wind,Renewable
Austria,2007,0.019481,Wind,Renewable
Austria,2008,0.019113,Wind,Renewable
Austria,2009,0.018455,Wind,Renewable
Austria,2010,0.019373,Wind,Renewable
Austria,2011,0.018064,Wind,Renewable
Austria,2012,0.02283,Wind,Renewable
Austria,2013,0.029063,Wind,Renewable
Austria,2014,0.035234,Wind,Renewable
Austria,2015,0.044082,Wind,Renewable
Austria,2016,0.047392,Wind,Renewable
Austria,2017,0.059144,Wind,Renewable
Austria,2018,0.053956,Wind,Renewable
Austria,2019,0.066283,Wind,Renewable
Azerbaijan,2000,0,Wind,Renewable
Azerbaijan,2001,0,Wind,Renewable
Azerbaijan,2002,0,Wind,Renewable
Azerbaijan,2003,0,Wind,Renewable
Azerbaijan,2004,0,Wind,Renewable
Azerbaijan,2005,0,Wind,Renewable
Azerbaijan,2006,0,Wind,Renewable
Azerbaijan,2007,0,Wind,Renewable
Azerbaijan,2008,0,Wind,Renewable
Azerbaijan,2009,1.98E-05,Wind,Renewable
Azerbaijan,2010,4.69E-06,Wind,Renewable
Azerbaijan,2011,0,Wind,Renewable
Azerbaijan,2012,0,Wind,Renewable
Azerbaijan,2013,7.37E-06,Wind,Renewable
Azerbaijan,2014,0.000021,Wind,Renewable
Azerbaijan,2015,4.19E-05,Wind,Renewable
Azerbaijan,2016,0.000206,Wind,Renewable
Azerbaijan,2017,0.000199,Wind,Renewable
Azerbaijan,2018,0.000735,Wind,Renewable
Azerbaijan,2019,0.0012,Wind,Renewable
Bangladesh,2000,0,Wind,Renewable
Bangladesh,2001,0,Wind,Renewable
Bangladesh,2002,0,Wind,Renewable
Bangladesh,2003,0,Wind,Renewable
Bangladesh,2004,0,Wind,Renewable
Bangladesh,2005,0,Wind,Renewable
Bangladesh,2006,1.54E-05,Wind,Renewable
Bangladesh,2007,1.53E-05,Wind,Renewable
Bangladesh,2008,2.76E-05,Wind,Renewable
Bangladesh,2009,4.82E-05,Wind,Renewable
Bangladesh,2010,4.79E-05,Wind,Renewable
Bangladesh,2011,4.76E-05,Wind,Renewable
Bangladesh,2012,4.73E-05,Wind,Renewable
Bangladesh,2013,4.68E-05,Wind,Renewable
Bangladesh,2014,4.66E-05,Wind,Renewable
Bangladesh,2015,4.63E-05,Wind,Renewable
Bangladesh,2016,0.000046,Wind,Renewable
Bangladesh,2017,4.57E-05,Wind,Renewable
Bangladesh,2018,4.55E-05,Wind,Renewable
Bangladesh,2019,4.53E-05,Wind,Renewable
Belarus,2000,0,Wind,Renewable
Belarus,2001,0,Wind,Renewable
Belarus,2002,0,Wind,Renewable
Belarus,2003,0,Wind,Renewable
Belarus,2004,9.84E-06,Wind,Renewable
Belarus,2005,9.68E-06,Wind,Renewable
Belarus,2006,9.62E-06,Wind,Renewable
Belarus,2007,9.56E-06,Wind,Renewable
Belarus,2008,9.50E-06,Wind,Renewable
Belarus,2009,9.44E-06,Wind,Renewable
Belarus,2010,9.39E-06,Wind,Renewable
Belarus,2011,3.73E-05,Wind,Renewable
Belarus,2012,5.56E-05,Wind,Renewable
Belarus,2013,7.37E-05,Wind,Renewable
Belarus,2014,8.25E-05,Wind,Renewable
Belarus,2015,0.000355,Wind,Renewable
Belarus,2016,0.000661,Wind,Renewable
Belarus,2017,0.000873,Wind,Renewable
Belarus,2018,0.000886,Wind,Renewable
Belarus,2019,0.000948,Wind,Renewable
Belgium,2000,0.00016,Wind,Renewable
Belgium,2001,0.000368,Wind,Renewable
Belgium,2002,0.000563,Wind,Renewable
Belgium,2003,0.000863,Wind,Renewable
Belgium,2004,0.001384,Wind,Renewable
Belgium,2005,0.002198,Wind,Renewable
Belgium,2006,0.003522,Wind,Renewable
Belgium,2007,0.004695,Wind,Renewable
Belgium,2008,0.006053,Wind,Renewable
Belgium,2009,0.009407,Wind,Renewable
Belgium,2010,0.012127,Wind,Renewable
Belgium,2011,0.021569,Wind,Renewable
Belgium,2012,0.025509,Wind,Renewable
Belgium,2013,0.03378,Wind,Renewable
Belgium,2014,0.042284,Wind,Renewable
Belgium,2015,0.050763,Wind,Renewable
Belgium,2016,0.049229,Wind,Renewable
Belgium,2017,0.058623,Wind,Renewable
Belgium,2018,0.066789,Wind,Renewable
Belgium,2019,0.084974,Wind,Renewable
Brazil,2000,0.00001,Wind,Renewable
Brazil,2001,0.000347,Wind,Renewable
Brazil,2002,0.000602,Wind,Renewable
Brazil,2003,0.000598,Wind,Renewable
Brazil,2004,0.000594,Wind,Renewable
Brazil,2005,0.0009,Wind,Renewable
Brazil,2006,0.002281,Wind,Renewable
Brazil,2007,0.006338,Wind,Renewable
Brazil,2008,0.011242,Wind,Renewable
Brazil,2009,0.011692,Wind,Renewable
Brazil,2010,0.02043,Wind,Renewable
Brazil,2011,0.025234,Wind,Renewable
Brazil,2012,0.046827,Wind,Renewable
Brazil,2013,0.060609,Wind,Renewable
Brazil,2014,0.111866,Wind,Renewable
Brazil,2015,0.196948,Wind,Renewable
Brazil,2016,0.303183,Wind,Renewable
Brazil,2017,0.381359,Wind,Renewable
Brazil,2018,0.433725,Wind,Renewable
Brazil,2019,0.497718,Wind,Renewable
Bulgaria,2000,0,Wind,Renewable
Bulgaria,2001,0,Wind,Renewable
Bulgaria,2002,0,Wind,Renewable
Bulgaria,2003,0,Wind,Renewable
Bulgaria,2004,9.75E-06,Wind,Renewable
Bulgaria,2005,4.84E-05,Wind,Renewable
Bulgaria,2006,0.000192,Wind,Renewable
Bulgaria,2007,0.000449,Wind,Renewable
Bulgaria,2008,0.001159,Wind,Renewable
Bulgaria,2009,0.002238,Wind,Renewable
Bulgaria,2010,0.006392,Wind,Renewable
Bulgaria,2011,0.008032,Wind,Renewable
Bulgaria,2012,0.011322,Wind,Renewable
Bulgaria,2013,0.012664,Wind,Renewable
Bulgaria,2014,0.012194,Wind,Renewable
Bulgaria,2015,0.013224,Wind,Renewable
Bulgaria,2016,0.012901,Wind,Renewable
Bulgaria,2017,0.013537,Wind,Renewable
Bulgaria,2018,0.011794,Wind,Renewable
Bulgaria,2019,0.011653,Wind,Renewable
Canada,2000,0.00264,Wind,Renewable
Canada,2001,0.003269,Wind,Renewable
Canada,2002,0.003998,Wind,Renewable
Canada,2003,0.006767,Wind,Renewable
Canada,2004,0.009209,Wind,Renewable
Canada,2005,0.015029,Wind,Renewable
Canada,2006,0.023556,Wind,Renewable
Canada,2007,0.02847,Wind,Renewable
Canada,2008,0.036003,Wind,Renewable
Canada,2009,0.062727,Wind,Renewable
Canada,2010,0.08189,Wind,Renewable
Canada,2011,0.095052,Wind,Renewable
Canada,2012,0.104888,Wind,Renewable
Canada,2013,0.102726,Wind,Renewable
Canada,2014,0.117426,Wind,Renewable
Canada,2015,0.245587,Wind,Renewable
Canada,2016,0.280045,Wind,Renewable
Canada,2017,0.283623,Wind,Renewable
Canada,2018,0.296931,Wind,Renewable
Canada,2019,0.304623,Wind,Renewable
Central America,2000,0.00175,Wind,Renewable
Central America,2001,0.001783,Wind,Renewable
Central America,2002,0.00251,Wind,Renewable
Central America,2003,0.002258,Wind,Renewable
Central America,2004,0.002489,Wind,Renewable
Central America,2005,0.001959,Wind,Renewable
Central America,2006,0.002619,Wind,Renewable
Central America,2007,0.002299,Wind,Renewable
Central America,2008,0.001882,Wind,Renewable
Central America,2009,0.00398,Wind,Renewable
Central America,2010,0.004899,Wind,Renewable
Central America,2011,0.00692,Wind,Renewable
Central America,2012,0.010471,Wind,Renewable
Central America,2013,0.012433,Wind,Renewable
Central America,2014,0.019184,Wind,Renewable
Central America,2015,0.028554,Wind,Renewable
Central America,2016,0.029871,Wind,Renewable
Central America,2017,0.028886,Wind,Renewable
Central America,2018,0.039686,Wind,Renewable
Central America,2019,0.039677,Wind,Renewable
Chile,2000,0,Wind,Renewable
Chile,2001,6.96E-05,Wind,Renewable
Chile,2002,0.000069,Wind,Renewable
Chile,2003,6.87E-05,Wind,Renewable
Chile,2004,4.87E-05,Wind,Renewable
Chile,2005,6.78E-05,Wind,Renewable
Chile,2006,6.74E-05,Wind,Renewable
Chile,2007,0.000107,Wind,Renewable
Chile,2008,0.000362,Wind,Renewable
Chile,2009,0.000746,Wind,Renewable
Chile,2010,0.003054,Wind,Renewable
Chile,2011,0.00315,Wind,Renewable
Chile,2012,0.003787,Wind,Renewable
Chile,2013,0.005024,Wind,Renewable
Chile,2014,0.013221,Wind,Renewable
Chile,2015,0.019258,Wind,Renewable
Chile,2016,0.022197,Wind,Renewable
Chile,2017,0.03263,Wind,Renewable
Chile,2018,0.032102,Wind,Renewable
Chile,2019,0.047248,Wind,Renewable
China,2000,0.005899,Wind,Renewable
China,2001,0.007145,Wind,Renewable
China,2002,0.008266,Wind,Renewable
China,2003,0.009778,Wind,Renewable
China,2004,0.012452,Wind,Renewable
China,2005,0.018845,Wind,Renewable
China,2006,0.035717,Wind,Renewable
China,2007,0.052396,Wind,Renewable
China,2008,0.124491,Wind,Renewable
China,2009,0.260808,Wind,Renewable
China,2010,0.46369,Wind,Renewable
China,2011,0.691299,Wind,Renewable
China,2012,0.955554,Wind,Renewable
China,2013,1.274362,Wind,Renewable
China,2014,1.463694,Wind,Renewable
China,2015,1.690208,Wind,Renewable
China,2016,2.180571,Wind,Renewable
China,2017,2.7414,Wind,Renewable
China,2018,3.272947,Wind,Renewable
China,2019,3.616564,Wind,Renewable
China Hong Kong SAR,2000,0,Wind,Renewable
China Hong Kong SAR,2001,0,Wind,Renewable
China Hong Kong SAR,2002,0,Wind,Renewable
China Hong Kong SAR,2003,0,Wind,Renewable
China Hong Kong SAR,2004,0,Wind,Renewable
China Hong Kong SAR,2005,0,Wind,Renewable
China Hong Kong SAR,2006,6.68E-06,Wind,Renewable
China Hong Kong SAR,2007,8.27E-06,Wind,Renewable
China Hong Kong SAR,2008,7.67E-06,Wind,Renewable
China Hong Kong SAR,2009,1.04E-05,Wind,Renewable
China Hong Kong SAR,2010,9.77E-06,Wind,Renewable
China Hong Kong SAR,2011,8.10E-06,Wind,Renewable
China Hong Kong SAR,2012,9.76E-06,Wind,Renewable
China Hong Kong SAR,2013,7.71E-06,Wind,Renewable
China Hong Kong SAR,2014,8.25E-06,Wind,Renewable
China Hong Kong SAR,2015,7.39E-06,Wind,Renewable
China Hong Kong SAR,2016,4.45E-06,Wind,Renewable
China Hong Kong SAR,2017,0.000017,Wind,Renewable
China Hong Kong SAR,2018,1.61E-05,Wind,Renewable
China Hong Kong SAR,2019,1.55E-05,Wind,Renewable
Colombia,2000,0,Wind,Renewable
Colombia,2001,0,Wind,Renewable
Colombia,2002,0,Wind,Renewable
Colombia,2003,0,Wind,Renewable
Colombia,2004,0.000507,Wind,Renewable
Colombia,2005,0.000479,Wind,Renewable
Colombia,2006,0.000606,Wind,Renewable
Colombia,2007,0.000477,Wind,Renewable
Colombia,2008,0.000512,Wind,Renewable
Colombia,2009,0.000545,Wind,Renewable
Colombia,2010,0.000362,Wind,Renewable
Colombia,2011,0.000385,Wind,Renewable
Colombia,2012,0.000509,Wind,Renewable
Colombia,2013,0.000531,Wind,Renewable
Colombia,2014,0.000643,Wind,Renewable
Colombia,2015,0.000623,Wind,Renewable
Colombia,2016,0.000461,Wind,Renewable
Colombia,2017,2.76E-05,Wind,Renewable
Colombia,2018,0.000496,Wind,Renewable
Colombia,2019,0.000531,Wind,Renewable
Croatia,2000,0,Wind,Renewable
Croatia,2001,0,Wind,Renewable
Croatia,2002,0,Wind,Renewable
Croatia,2003,0,Wind,Renewable
Croatia,2004,1.95E-05,Wind,Renewable
Croatia,2005,9.68E-05,Wind,Renewable
Croatia,2006,0.000183,Wind,Renewable
Croatia,2007,0.000335,Wind,Renewable
Croatia,2008,0.00038,Wind,Renewable
Croatia,2009,0.00051,Wind,Renewable
Croatia,2010,0.001305,Wind,Renewable
Croatia,2011,0.001875,Wind,Renewable
Croatia,2012,0.003051,Wind,Renewable
Croatia,2013,0.004765,Wind,Renewable
Croatia,2014,0.006688,Wind,Renewable
Croatia,2015,0.007249,Wind,Renewable
Croatia,2016,0.00918,Wind,Renewable
Croatia,2017,0.010836,Wind,Renewable
Croatia,2018,0.011948,Wind,Renewable
Croatia,2019,0.012834,Wind,Renewable
Cyprus,2000,0,Wind,Renewable
Cyprus,2001,0,Wind,Renewable
Cyprus,2002,0,Wind,Renewable
Cyprus,2003,0,Wind,Renewable
Cyprus,2004,3.46E-06,Wind,Renewable
Cyprus,2005,3.44E-06,Wind,Renewable
Cyprus,2006,3.42E-06,Wind,Renewable
Cyprus,2007,3.40E-06,Wind,Renewable
Cyprus,2008,3.38E-06,Wind,Renewable
Cyprus,2009,3.36E-06,Wind,Renewable
Cyprus,2010,0.000291,Wind,Renewable
Cyprus,2011,0.001064,Wind,Renewable
Cyprus,2012,0.001715,Wind,Renewable
Cyprus,2013,0.002129,Wind,Renewable
Cyprus,2014,0.001685,Wind,Renewable
Cyprus,2015,0.00202,Wind,Renewable
Cyprus,2016,0.002052,Wind,Renewable
Cyprus,2017,0.001903,Wind,Renewable
Cyprus,2018,0.001974,Wind,Renewable
Cyprus,2019,0.002123,Wind,Renewable
Czech Republic,2000,0,Wind,Renewable
Czech Republic,2001,1.99E-06,Wind,Renewable
Czech Republic,2002,1.58E-05,Wind,Renewable
Czech Republic,2003,3.83E-05,Wind,Renewable
Czech Republic,2004,9.65E-05,Wind,Renewable
Czech Republic,2005,0.000206,Wind,Renewable
Czech Republic,2006,0.000475,Wind,Renewable
Czech Republic,2007,0.001196,Wind,Renewable
Czech Republic,2008,0.002325,Wind,Renewable
Czech Republic,2009,0.002721,Wind,Renewable
Czech Republic,2010,0.003149,Wind,Renewable
Czech Republic,2011,0.003702,Wind,Renewable
Czech Republic,2012,0.00387,Wind,Renewable
Czech Republic,2013,0.004408,Wind,Renewable
Czech Republic,2014,0.004366,Wind,Renewable
Czech Republic,2015,0.005215,Wind,Renewable
Czech Republic,2016,0.004499,Wind,Renewable
Czech Republic,2017,0.005319,Wind,Renewable
Czech Republic,2018,0.005452,Wind,Renewable
Czech Republic,2019,0.00624,Wind,Renewable
Denmark,2000,0.042412,Wind,Renewable
Denmark,2001,0.042781,Wind,Renewable
Denmark,2002,0.04814,Wind,Renewable
Denmark,2003,0.054538,Wind,Renewable
Denmark,2004,0.064154,Wind,Renewable
Denmark,2005,0.064047,Wind,Renewable
Denmark,2006,0.058775,Wind,Renewable
Denmark,2007,0.068575,Wind,Renewable
Denmark,2008,0.065836,Wind,Renewable
Denmark,2009,0.063471,Wind,Renewable
Denmark,2010,0.073303,Wind,Renewable
Denmark,2011,0.091186,Wind,Renewable
Denmark,2012,0.09523,Wind,Renewable
Denmark,2013,0.102522,Wind,Renewable
Denmark,2014,0.119821,Wind,Renewable
Denmark,2015,0.128712,Wind,Renewable
Denmark,2016,0.115716,Wind,Renewable
Denmark,2017,0.13302,Wind,Renewable
Denmark,2018,0.124358,Wind,Renewable
Denmark,2019,0.143966,Wind,Renewable
Eastern Africa,2000,0.000001,Wind,Renewable
Eastern Africa,2001,0,Wind,Renewable
Eastern Africa,2002,2.96E-06,Wind,Renewable
Eastern Africa,2003,3.92E-06,Wind,Renewable
Eastern Africa,2004,8.77E-06,Wind,Renewable
Eastern Africa,2005,1.26E-05,Wind,Renewable
Eastern Africa,2006,4.62E-05,Wind,Renewable
Eastern Africa,2007,0.000105,Wind,Renewable
Eastern Africa,2008,0.000153,Wind,Renewable
Eastern Africa,2009,0.000252,Wind,Renewable
Eastern Africa,2010,0.000359,Wind,Renewable
Eastern Africa,2011,0.000318,Wind,Renewable
Eastern Africa,2012,0.001428,Wind,Renewable
Eastern Africa,2013,0.002901,Wind,Renewable
Eastern Africa,2014,0.004043,Wind,Renewable
Eastern Africa,2015,0.007083,Wind,Renewable
Eastern Africa,2016,0.008056,Wind,Renewable
Eastern Africa,2017,0.007129,Wind,Renewable
Eastern Africa,2018,0.007725,Wind,Renewable
Eastern Africa,2019,0.021133,Wind,Renewable
Ecuador,2000,0,Wind,Renewable
Ecuador,2001,0,Wind,Renewable
Ecuador,2002,0,Wind,Renewable
Ecuador,2003,0,Wind,Renewable
Ecuador,2004,0,Wind,Renewable
Ecuador,2005,0,Wind,Renewable
Ecuador,2006,0,Wind,Renewable
Ecuador,2007,9.20E-06,Wind,Renewable
Ecuador,2008,2.55E-05,Wind,Renewable
Ecuador,2009,3.03E-05,Wind,Renewable
Ecuador,2010,3.22E-05,Wind,Renewable
Ecuador,2011,3.12E-05,Wind,Renewable
Ecuador,2012,2.22E-05,Wind,Renewable
Ecuador,2013,0.000523,Wind,Renewable
Ecuador,2014,0.000731,Wind,Renewable
Ecuador,2015,0.0009,Wind,Renewable
Ecuador,2016,0.00076,Wind,Renewable
Ecuador,2017,0.000661,Wind,Renewable
Ecuador,2018,0.000718,Wind,Renewable
Ecuador,2019,0.000762,Wind,Renewable
Egypt,2000,0.000805,Wind,Renewable
Egypt,2001,0.001778,Wind,Renewable
Egypt,2002,0.002098,Wind,Renewable
Egypt,2003,0.002805,Wind,Renewable
Egypt,2004,0.004912,Wind,Renewable
Egypt,2005,0.00494,Wind,Renewable
Egypt,2006,0.005822,Wind,Renewable
Egypt,2007,0.006335,Wind,Renewable
Egypt,2008,0.008836,Wind,Renewable
Egypt,2009,0.009796,Wind,Renewable
Egypt,2010,0.013227,Wind,Renewable
Egypt,2011,0.015354,Wind,Renewable
Egypt,2012,0.016527,Wind,Renewable
Egypt,2013,0.014221,Wind,Renewable
Egypt,2014,0.010318,Wind,Renewable
Egypt,2015,0.017041,Wind,Renewable
Egypt,2016,0.022867,Wind,Renewable
Egypt,2017,0.018992,Wind,Renewable
Egypt,2018,0.018162,Wind,Renewable
Egypt,2019,0.024886,Wind,Renewable
Estonia,2000,0,Wind,Renewable
Estonia,2001,0,Wind,Renewable
Estonia,2002,1.38E-05,Wind,Renewable
Estonia,2003,5.98E-05,Wind,Renewable
Estonia,2004,0.000074,Wind,Renewable
Estonia,2005,0.000522,Wind,Renewable
Estonia,2006,0.000734,Wind,Renewable
Estonia,2007,0.00087,Wind,Renewable
Estonia,2008,0.001264,Wind,Renewable
Estonia,2009,0.001842,Wind,Renewable
Estonia,2010,0.0026,Wind,Renewable
Estonia,2011,0.003433,Wind,Renewable
Estonia,2012,0.004024,Wind,Renewable
Estonia,2013,0.004876,Wind,Renewable
Estonia,2014,0.005534,Wind,Renewable
Estonia,2015,0.006513,Wind,Renewable
Estonia,2016,0.005378,Wind,Renewable
Estonia,2017,0.006507,Wind,Renewable
Estonia,2018,0.005691,Wind,Renewable
Estonia,2019,0.00604,Wind,Renewable
Finland,2000,0.000766,Wind,Renewable
Finland,2001,0.000691,Wind,Renewable
Finland,2002,0.000622,Wind,Renewable
Finland,2003,0.000901,Wind,Renewable
Finland,2004,0.001172,Wind,Renewable
Finland,2005,0.00163,Wind,Renewable
Finland,2006,0.001469,Wind,Renewable
Finland,2007,0.001802,Wind,Renewable
Finland,2008,0.002476,Wind,Renewable
Finland,2009,0.002612,Wind,Renewable
Finland,2010,0.002762,Wind,Renewable
Finland,2011,0.004491,Wind,Renewable
Finland,2012,0.004584,Wind,Renewable
Finland,2013,0.007131,Wind,Renewable
Finland,2014,0.010144,Wind,Renewable
Finland,2015,0.021196,Wind,Renewable
Finland,2016,0.027775,Wind,Renewable
Finland,2017,0.043157,Wind,Renewable
Finland,2018,0.052241,Wind,Renewable
Finland,2019,0.053356,Wind,Renewable
France,2000,0.00048,Wind,Renewable
France,2001,0.001301,Wind,Renewable
France,2002,0.002616,Wind,Renewable
France,2003,0.003805,Wind,Renewable
France,2004,0.005798,Wind,Renewable
France,2005,0.009316,Wind,Renewable
France,2006,0.020997,Wind,Renewable
France,2007,0.038919,Wind,Renewable
France,2008,0.054111,Wind,Renewable
France,2009,0.074724,Wind,Renewable
France,2010,0.093349,Wind,Renewable
France,2011,0.112436,Wind,Renewable
France,2012,0.138284,Wind,Renewable
France,2013,0.147774,Wind,Renewable
France,2014,0.15803,Wind,Renewable
France,2015,0.193518,Wind,Renewable
France,2016,0.19374,Wind,Renewable
France,2017,0.218854,Wind,Renewable
France,2018,0.251284,Wind,Renewable
France,2019,0.307369,Wind,Renewable
Germany,2000,0.09513,Wind,Renewable
Germany,2001,0.104408,Wind,Renewable
Germany,2002,0.155823,Wind,Renewable
Germany,2003,0.183531,Wind,Renewable
Germany,2004,0.248591,Wind,Renewable
Germany,2005,0.263673,Wind,Renewable
Germany,2006,0.295511,Wind,Renewable
Germany,2007,0.379756,Wind,Renewable
Germany,2008,0.385579,Wind,Renewable
Germany,2009,0.365009,Wind,Renewable
Germany,2010,0.361822,Wind,Renewable
Germany,2011,0.465129,Wind,Renewable
Germany,2012,0.479215,Wind,Renewable
Germany,2013,0.48607,Wind,Renewable
Germany,2014,0.535931,Wind,Renewable
Germany,2015,0.734254,Wind,Renewable
Germany,2016,0.723572,Wind,Renewable
Germany,2017,0.951237,Wind,Renewable
Germany,2018,0.983772,Wind,Renewable
Germany,2019,1.122989,Wind,Renewable
Greece,2000,0.00451,Wind,Renewable
Greece,2001,0.007511,Wind,Renewable
Greece,2002,0.006426,Wind,Renewable
Greece,2003,0.010014,Wind,Renewable
Greece,2004,0.010924,Wind,Renewable
Greece,2005,0.012259,Wind,Renewable
Greece,2006,0.016349,Wind,Renewable
Greece,2007,0.017385,Wind,Renewable
Greece,2008,0.021306,Wind,Renewable
Greece,2009,0.024017,Wind,Renewable
Greece,2010,0.025475,Wind,Renewable
Greece,2011,0.030927,Wind,Renewable
Greece,2012,0.0357,Wind,Renewable
Greece,2013,0.038149,Wind,Renewable
Greece,2014,0.033797,Wind,Renewable
Greece,2015,0.042084,Wind,Renewable
Greece,2016,0.046588,Wind,Renewable
Greece,2017,0.049833,Wind,Renewable
Greece,2018,0.056371,Wind,Renewable
Greece,2019,0.064882,Wind,Renewable
Hungary,2000,0,Wind,Renewable
Hungary,2001,0.00001,Wind,Renewable
Hungary,2002,9.87E-06,Wind,Renewable
Hungary,2003,3.92E-05,Wind,Renewable
Hungary,2004,5.85E-05,Wind,Renewable
Hungary,2005,9.68E-05,Wind,Renewable
Hungary,2006,0.000414,Wind,Renewable
Hungary,2007,0.001052,Wind,Renewable
Hungary,2008,0.001948,Wind,Renewable
Hungary,2009,0.003126,Wind,Renewable
Hungary,2010,0.004947,Wind,Renewable
Hungary,2011,0.00584,Wind,Renewable
Hungary,2012,0.007151,Wind,Renewable
Hungary,2013,0.006617,Wind,Renewable
Hungary,2014,0.006015,Wind,Renewable
Hungary,2015,0.006311,Wind,Renewable
Hungary,2016,0.006192,Wind,Renewable
Hungary,2017,0.006822,Wind,Renewable
Hungary,2018,0.005431,Wind,Renewable
Hungary,2019,0.006472,Wind,Renewable
Iceland,2000,0,Wind,Renewable
Iceland,2001,0,Wind,Renewable
Iceland,2002,0,Wind,Renewable
Iceland,2003,0,Wind,Renewable
Iceland,2004,0,Wind,Renewable
Iceland,2005,0,Wind,Renewable
Iceland,2006,0,Wind,Renewable
Iceland,2007,0,Wind,Renewable
Iceland,2008,0,Wind,Renewable
Iceland,2009,0,Wind,Renewable
Iceland,2010,0,Wind,Renewable
Iceland,2011,7.40E-08,Wind,Renewable
Iceland,2012,0,Wind,Renewable
Iceland,2013,5.06E-05,Wind,Renewable
Iceland,2014,7.68E-05,Wind,Renewable
Iceland,2015,9.92E-05,Wind,Renewable
Iceland,2016,8.34E-05,Wind,Renewable
Iceland,2017,7.31E-05,Wind,Renewable
Iceland,2018,0.000039,Wind,Renewable
Iceland,2019,5.86E-05,Wind,Renewable
India,2000,0.01582,Wind,Renewable
India,2001,0.020715,Wind,Renewable
India,2002,0.020581,Wind,Renewable
India,2003,0.025544,Wind,Renewable
India,2004,0.050923,Wind,Renewable
India,2005,0.058014,Wind,Renewable
India,2006,0.089849,Wind,Renewable
India,2007,0.111717,Wind,Renewable
India,2008,0.136638,Wind,Renewable
India,2009,0.153671,Wind,Renewable
India,2010,0.182628,Wind,Renewable
India,2011,0.223457,Wind,Renewable
India,2012,0.254375,Wind,Renewable
India,2013,0.276574,Wind,Renewable
India,2014,0.306503,Wind,Renewable
India,2015,0.29818,Wind,Renewable
India,2016,0.39339,Wind,Renewable
India,2017,0.473625,Wind,Renewable
India,2018,0.539626,Wind,Renewable
India,2019,0.564407,Wind,Renewable
Indonesia,2000,0,Wind,Renewable
Indonesia,2001,0,Wind,Renewable
Indonesia,2002,0,Wind,Renewable
Indonesia,2003,0,Wind,Renewable
Indonesia,2004,0,Wind,Renewable
Indonesia,2005,0,Wind,Renewable
Indonesia,2006,0,Wind,Renewable
Indonesia,2007,1.91E-07,Wind,Renewable
Indonesia,2008,2.57E-06,Wind,Renewable
Indonesia,2009,3.47E-05,Wind,Renewable
Indonesia,2010,3.42E-05,Wind,Renewable
Indonesia,2011,4.38E-05,Wind,Renewable
Indonesia,2012,4.28E-05,Wind,Renewable
Indonesia,2013,9.22E-07,Wind,Renewable
Indonesia,2014,0,Wind,Renewable
Indonesia,2015,3.37E-05,Wind,Renewable
Indonesia,2016,5.15E-05,Wind,Renewable
Indonesia,2017,0,Wind,Renewable
Indonesia,2018,0.001682,Wind,Renewable
Indonesia,2019,0.001676,Wind,Renewable
Iran,2000,0.000365,Wind,Renewable
Iran,2001,0.000335,Wind,Renewable
Iran,2002,0.000299,Wind,Renewable
Iran,2003,0.000271,Wind,Renewable
Iran,2004,0.000451,Wind,Renewable
Iran,2005,0.000687,Wind,Renewable
Iran,2006,0.001206,Wind,Renewable
Iran,2007,0.001347,Wind,Renewable
Iran,2008,0.001861,Wind,Renewable
Iran,2009,0.002136,Wind,Renewable
Iran,2010,0.001961,Wind,Renewable
Iran,2011,0.001992,Wind,Renewable
Iran,2012,0.001894,Wind,Renewable
Iran,2013,0.001948,Wind,Renewable
Iran,2014,0.001811,Wind,Renewable
Iran,2015,0.002206,Wind,Renewable
Iran,2016,0.002393,Wind,Renewable
Iran,2017,0.002756,Wind,Renewable
Iran,2018,0.002984,Wind,Renewable
Iran,2019,0.003185,Wind,Renewable
Iraq,2000,0,Wind,Renewable
Iraq,2001,0,Wind,Renewable
Iraq,2002,0,Wind,Renewable
Iraq,2003,0,Wind,Renewable
Iraq,2004,0,Wind,Renewable
Iraq,2005,0,Wind,Renewable
Iraq,2006,0,Wind,Renewable
Iraq,2007,0,Wind,Renewable
Iraq,2008,0,Wind,Renewable
Iraq,2009,0,Wind,Renewable
Iraq,2010,0,Wind,Renewable
Iraq,2011,0,Wind,Renewable
Iraq,2012,0,Wind,Renewable
Iraq,2013,0,Wind,Renewable
Iraq,2014,0,Wind,Renewable
Iraq,2015,0,Wind,Renewable
Iraq,2016,0,Wind,Renewable
Iraq,2017,0,Wind,Renewable
Iraq,2018,0,Wind,Renewable
Iraq,2019,0,Wind,Renewable
Ireland,2000,0.00244,Wind,Renewable
Ireland,2001,0.003319,Wind,Renewable
Ireland,2002,0.003831,Wind,Renewable
Ireland,2003,0.004453,Wind,Renewable
Ireland,2004,0.006384,Wind,Renewable
Ireland,2005,0.010769,Wind,Renewable
Ireland,2006,0.015611,Wind,Renewable
Ireland,2007,0.01873,Wind,Renewable
Ireland,2008,0.022907,Wind,Renewable
Ireland,2009,0.027915,Wind,Renewable
Ireland,2010,0.026425,Wind,Renewable
Ireland,2011,0.040872,Wind,Renewable
Ireland,2012,0.037195,Wind,Renewable
Ireland,2013,0.041866,Wind,Renewable
Ireland,2014,0.0471,Wind,Renewable
Ireland,2015,0.059872,Wind,Renewable
Ireland,2016,0.055668,Wind,Renewable
Ireland,2017,0.067003,Wind,Renewable
Ireland,2018,0.077303,Wind,Renewable
Ireland,2019,0.086389,Wind,Renewable
Israel,2000,0,Wind,Renewable
Israel,2001,9.94E-05,Wind,Renewable
